name best_fitness global_best_fitness similarity datatime
initialization 8.767281902241905 8.767281902241905 0000 09-28-2022-00-17-35
global_0 117.39933273141388 117.39933273141388 240.2782981748066 09-28-2022-00-23-07
global_1 117.39933273141388 117.39933273141388 197.00315386229985 09-28-2022-00-26-46
global_2 117.39933273141388 117.39933273141388 182.57810575813096 09-28-2022-00-29-41
global_3 117.39933273141388 117.39933273141388 192.69074703792052 09-28-2022-00-35-10
global_4 117.39933273141388 117.39933273141388 167.7525976303364 09-28-2022-00-40-43
global_5 117.39933273141388 117.39933273141388 140.80329159654815 09-28-2022-00-42-34
global_6 117.39933273141388 117.39933273141388 125.45174559420201 09-28-2022-00-48-01
global_7_restart 3.8480113667948865 117.39933273141388 125.45174559420201 09-28-2022-00-55-24
global_7 3.8480113667948865 117.39933273141388 1576.9612370961966 09-28-2022-00-55-24
global_8 3.8480113667948865 117.39933273141388 1430.8183345025675 09-28-2022-01-04-38
global_9 5.593316049157031 117.39933273141388 1309.4374273900764 09-28-2022-01-10-06
global_10 5.593316049157031 117.39933273141388 1210.6304028021266 09-28-2022-01-11-55
global_11 5.593316049157031 117.39933273141388 1054.94415984322 09-28-2022-01-13-43
global_12_restart 4.7928898499510675 117.39933273141388 1054.94415984322 09-28-2022-01-21-07
global_12 4.7928898499510675 117.39933273141388 1523.2949399212953 09-28-2022-01-21-07
global_13 4.7928898499510675 117.39933273141388 1388.686306455594 09-28-2022-01-30-18
global_14 103.80405304734285 117.39933273141388 1143.9309307702129 09-28-2022-01-35-48
global_15 103.80405304734285 117.39933273141388 958.6726805267499 09-28-2022-01-37-37
global_16 135.2321024253367 135.2321024253367 895.2700545169124 09-28-2022-01-41-16
