name best_fitness global_best_fitness similarity datatime
initialization 102.70183787462868 102.70183787462868 0000 09-27-2022-15-42-13
global_0 2.7007154726981537 102.70183787462868 617.1026889001009 09-27-2022-15-46-00
global_1 2.355059248709611 102.70183787462868 205.70089630003366 09-27-2022-15-49-47
global_2 2.355059248709611 102.70183787462868 137.1339308666891 09-27-2022-15-53-28
global_3 2.4251225435182002 102.70183787462868 102.85044815001683 09-27-2022-15-57-14
global_4 2.5991935555580232 102.70183787462868 112.05922871345702 09-27-2022-16-00-57
global_5 2.5991935555580232 102.70183787462868 100.82019059454751 09-27-2022-16-02-51
global_6 2.5991935555580232 102.70183787462868 114.06292779064327 09-27-2022-16-06-37
global_7 2.5991935555580232 102.70183787462868 126.16978452893966 09-27-2022-16-12-07
global_8 3.0475539664055713 102.70183787462868 137.99992163617927 09-27-2022-16-19-33
global_8_local_0 102.45843885256137 104.18063641310123 91.2837795980252 09-27-2022-16-32-31
global_8_local_1 102.45843885256137 104.18063641310123 38.486951612283804 09-27-2022-16-38-08
global_8_local_2 102.45843885256137 104.18063641310123 25.657967741522537 09-27-2022-16-43-39
global_8_local_3 102.45843885256137 104.18063641310123 138.2434758061419 09-27-2022-16-49-08
global_8_local_4 102.69011455266605 104.18063641310123 187.52960631547205 09-27-2022-16-52-44
global_9 104.18063641310123 104.18063641310123 643.2785800510749 09-27-2022-16-56-21
global_9_local_0 101.81267750672839 101.81267750672839 180.90962751752377 09-27-2022-17-09-10
global_9_local_1 101.81267750672839 101.81267750672839 241.2128366900317 09-27-2022-17-12-42
global_9_local_2 102.27221544144423 102.27221544144423 226.54056225667972 09-27-2022-17-18-02
