name best_fitness global_best_fitness similarity datatime
initialization 138.47653324298267 138.47653324298267 0000 09-27-2022-13-35-40
global_0 138.47653324298267 138.47653324298267 0.0 09-27-2022-13-39-22
global_1 138.47653324298267 138.47653324298267 4.942326612127488 09-27-2022-13-45-06
global_2 138.47653324298267 138.47653324298267 3.373619916567039 09-27-2022-13-49-57
global_3 103.62139522754424 138.47653324298267 23.097010271310996 09-27-2022-13-55-35
global_4 103.62139522754424 138.47653324298267 117.46515884544317 09-27-2022-13-59-17
global_5_restart 2.22139990635356 138.47653324298267 117.46515884544317 09-27-2022-14-04-52
global_5 2.22139990635356 138.47653324298267 1555.4676125464512 09-27-2022-14-04-52
global_6 2.2604663623731502 138.47653324298267 1395.2844565321557 09-27-2022-14-19-54
global_7 1.810917915432529 138.47653324298267 1247.9044847025991 09-27-2022-14-21-47
global_8 1.810917915432529 138.47653324298267 1071.2008092363528 09-27-2022-14-23-40
global_9 101.33545806623529 138.47653324298267 973.1547297013518 09-27-2022-14-27-21
global_9_local_0 137.6751746554816 137.6751746554816 42.21404070088839 09-27-2022-14-42-19
global_9_local_1 137.6751746554816 137.6751746554816 14.07134690029613 09-27-2022-14-44-08
global_9_local_2 137.6751746554816 137.6751746554816 9.380897933530752 09-27-2022-14-47-57
global_9_local_3 138.5346407267404 138.5346407267404 7.035673450148065 09-27-2022-14-56-27
global_9_local_4 101.50221108458693 138.5346407267404 97.02160218642038 09-27-2022-15-03-57
global_10 138.5346407267404 138.5346407267404 808.5783982316975 09-27-2022-15-05-49
global_10_local_0 102.32257030556165 102.32257030556165 32.070423098767954 09-27-2022-15-20-54
global_10_local_1 136.60165237874105 136.60165237874105 126.6491614196398 09-27-2022-15-26-30
global_10_local_2 136.60165237874105 136.60165237874105 243.50998906517987 09-27-2022-15-32-09
