name best_fitness global_best_fitness similarity datatime
global_57_local_1 104.76169218531682 106.04613662739705 11.693959518846446 09-27-2022-06-36-26
global_57_local_2 105.557698148555 106.04613662739705 81.49978017202571 09-27-2022-06-41-51
global_57_local_3 104.76169218531682 106.04613662739705 104.66095768692654 09-27-2022-06-47-22
global_57_local_4 104.76169218531682 106.04613662739705 107.95376614954121 09-27-2022-06-49-10
global_58 100.487714587233 110.43369432411777 1409.5847155354388 09-27-2022-06-50-57
global_59 101.37598025203329 110.43369432411777 1386.0916369431814 09-27-2022-06-56-24
global_59_local_0 106.09185126764586 106.09185126764586 108.39629668681066 09-27-2022-07-10-51
global_59_local_1 105.30060056558668 106.09185126764586 173.09511087695415 09-27-2022-07-18-05
global_59_local_2 105.51640350592103 106.09185126764586 161.7690498485182 09-27-2022-07-23-26
global_59_local_3 105.51640350592103 106.09185126764586 188.22244507406077 09-27-2022-07-27-03
global_59_local_4 106.07318929332251 106.09185126764586 284.49891252228474 09-27-2022-07-32-31
global_60 101.37598025203329 110.43369432411777 1363.3688232228014 09-27-2022-07-36-09
global_61 101.37598025203329 110.43369432411777 1341.3790034934013 09-27-2022-07-41-33
global_62 101.37598025203329 110.43369432411777 1320.0872732792204 09-27-2022-07-46-56
global_63 101.37598025203329 110.43369432411777 1299.4609096342326 09-27-2022-07-50-31
global_64_restart 128.07727121868095 110.43369432411777 1299.4609096342326 09-27-2022-07-57-41
global_64 128.07727121868095 110.43369432411777 1627.6637529941256 09-27-2022-07-57-41
global_65 128.07727121868095 128.07727121868095 1552.9062038036252 09-27-2022-08-06-46
global_66 129.09385662639255 129.09385662639255 1529.7284992692428 09-27-2022-08-12-18
global_67 129.09385662639255 129.09385662639255 1507.655226910321 09-27-2022-08-14-07
global_68 129.09385662639255 129.09385662639255 1485.8490529351848 09-27-2022-08-17-43
global_69 128.42799297690763 129.09385662639255 1468.7257105049293 09-27-2022-08-23-10
