name best_fitness global_best_fitness similarity datatime
initialization 3.876274391808526 3.876274391808526 0000 09-28-2022-07-08-55
global_0 3.876274391808526 3.876274391808526 443.9866442247975 09-28-2022-07-15-31
global_1 3.876274391808526 3.876274391808526 428.8253941379895 09-28-2022-07-17-18
global_2 4.203865966725044 4.203865966725044 375.5148979198137 09-28-2022-07-24-37
global_3 5.905267572979177 5.905267572979177 301.4667254841337 09-28-2022-07-30-09
global_3_local_0 6.147916066122801 6.9107084982775895 93.26190671810497 09-28-2022-07-43-00
global_3_local_1 7.034299737048556 7.034299737048556 127.26190671810497 09-28-2022-07-48-27
global_3_local_2 5.942391089622326 7.034299737048556 118.84127114540331 09-28-2022-07-54-02
global_3_local_3 5.942391089622326 7.034299737048556 114.63095335905248 09-28-2022-07-57-41
global_3_local_4 6.379718794768296 7.034299737048556 254.90476268724194 09-28-2022-08-03-09
global_4 5.555411861933317 5.905267572979177 263.955769587131 09-28-2022-08-08-33
global_5 6.731033508498954 6.731033508498954 234.43408807923134 09-28-2022-08-10-25
global_5_local_0 5.315563774746734 5.80537476353659 4.211610592461199 09-28-2022-08-21-33
global_5_local_1 6.408659907049926 6.408659907049926 24.29476911711694 09-28-2022-08-27-04
global_5_local_2 6.33818685898712 6.408659907049926 183.2663629511179 09-28-2022-08-34-23
global_5_local_3 6.33818685898712 6.408659907049926 182.71494264281802 09-28-2022-08-38-00
global_5_local_4 6.89507686921723 6.89507686921723 182.38409045783803 09-28-2022-08-43-30
global_6 6.89507686921723 6.89507686921723 295.8611665281534 09-28-2022-08-45-19
global_6_local_0 6.908721711137715 6.908721711137715 18.13603659557479 09-28-2022-08-58-11
global_6_local_1 6.164882333234276 6.908721711137715 19.25362563285743 09-28-2022-09-03-47
global_6_local_2 6.715200942225018 6.908721711137715 14.846048223652701 09-28-2022-09-11-09
global_6_local_3 102.381717491306 102.381717491306 43.03611979780078 09-28-2022-09-16-40
global_6_local_4 103.61845482108984 103.61845482108984 84.9476471132698 09-28-2022-09-22-14
global_7 6.89507686921723 6.89507686921723 280.85484667190536 09-28-2022-09-25-52
global_8 6.89507686921723 6.89507686921723 269.1832645614902 09-28-2022-09-29-28
global_9 7.143977809756955 7.143977809756955 241.43848796596382 09-28-2022-09-34-59
global_9_local_0 6.902595513603214 6.902595513603214 40.051838336154546 09-28-2022-09-49-39
global_9_local_1 7.088811861966884 7.088811861966884 20.239974842479995 09-28-2022-09-57-02
global_9_local_2 7.088811861966884 7.088811861966884 13.573272271147848 09-28-2022-10-00-47
global_9_local_3 6.59288951392516 7.088811861966884 44.732388585779205 09-28-2022-10-08-05
global_9_local_4 7.019197410601595 7.088811861966884 49.79603166801445 09-28-2022-10-15-25
global_10 7.143977809756955 7.143977809756955 229.99544266883498 09-28-2022-10-20-06
global_11 7.143977809756955 7.143977809756955 217.43032803927926 09-28-2022-10-25-41
global_12 102.81571464211292 102.81571464211292 199.83426591206967 09-28-2022-10-31-28
global_12_local_0 107.445270044455 107.445270044455 79.6956435788269 09-28-2022-10-47-10
global_12_local_1 107.68918707473384 107.68918707473384 45.16090577720811 09-28-2022-10-51-07
global_12_local_2 107.445270044455 107.68918707473384 33.292834642255976 09-28-2022-10-56-53
global_12_local_3 107.445270044455 107.68918707473384 31.759976187831708 09-28-2022-11-02-46
global_12_local_4 107.445270044455 107.68918707473384 28.079566849828606 09-28-2022-11-06-45
global_13 107.68918707473384 107.68918707473384 208.32517201532755 09-28-2022-11-12-40
global_13_local_0 100.57431926243656 103.68326570355346 110.5 09-28-2022-11-28-35
global_13_local_1 106.07138027019974 106.07138027019974 270.3916565411512 09-28-2022-11-36-13
global_13_local_2 100.27934965603204 106.07138027019974 282.40344598689717 09-28-2022-11-41-47
global_13_local_3 100.27934965603204 106.07138027019974 279.7738342166066 09-28-2022-11-47-21
global_13_local_4 104.75032228664384 106.07138027019974 206.2016752625559 09-28-2022-11-52-54
global_14 107.68918707473384 107.68918707473384 195.85535404183577 09-28-2022-11-54-45
global_15 107.68918707473384 107.68918707473384 184.94426331503044 09-28-2022-11-58-28
global_16 107.68918707473384 107.68918707473384 177.90741831412504 09-28-2022-12-04-02
global_17 107.68918707473384 107.68918707473384 298.7426159135729 09-28-2022-12-07-47
global_18_restart 2.4984688950278886 107.68918707473384 298.7426159135729 09-28-2022-12-13-18
global_18 2.4984688950278886 107.68918707473384 1497.3044458445672 09-28-2022-12-13-18
global_19 2.4984688950278886 107.68918707473384 1375.998856809217 09-28-2022-12-20-48
global_20 2.5557459495937445 107.68918707473384 1338.4271314336802 09-28-2022-12-28-15
global_21 2.5557459495937445 107.68918707473384 1289.5179350565968 09-28-2022-12-30-08
global_22 2.60104877063692 107.68918707473384 1233.451937880223 09-28-2022-12-33-51
global_22_local_0 107.49713725378108 107.49713725378108 84.11814059067757 09-28-2022-12-48-46
global_22_local_1 7.163736572381837 107.49713725378108 140.4632681510275 09-28-2022-12-56-15
global_22_local_2 7.163736572381837 107.49713725378108 139.248039866495 09-28-2022-12-59-58
global_22_local_3 6.945489493921399 107.49713725378108 91.65636847568983 09-28-2022-13-07-26
global_22_local_4 6.700118636140019 107.49713725378108 79.0248552999653 09-28-2022-13-14-52
global_23_restart 2.801600403560947 107.68918707473384 1233.451937880223 09-28-2022-13-14-52
global_23 2.801600403560947 107.68918707473384 1422.0631306416005 09-28-2022-13-14-52
global_24 2.8464827722943724 107.68918707473384 1515.1921792241837 09-28-2022-13-29-48
global_25 2.8960703485974815 107.68918707473384 1408.3761023784987 09-28-2022-13-33-32
global_26 2.8960703485974815 107.68918707473384 1385.0425170519195 09-28-2022-13-35-25
global_27 6.502205772829208 107.68918707473384 1311.9570907675704 09-28-2022-13-42-52
global_27_local_0 100.78762187864562 100.78762187864562 7.140160098525207 09-28-2022-13-55-19
global_27_local_1 6.919884458938969 100.78762187864562 7.140160098525207 09-28-2022-13-59-03
global_27_local_2 7.039866368811192 100.78762187864562 13.874174374728184 09-28-2022-14-04-39
global_27_local_3 7.126706043717473 100.78762187864562 12.68414769164065 09-28-2022-14-12-05
global_27_local_4 7.065037985905497 100.78762187864562 22.130378921395994 09-28-2022-14-20-32
global_28 7.2447956141861 107.68918707473384 1241.2600640126102 09-28-2022-14-24-17
global_28_local_0 6.4077226809999805 6.4077226809999805 17.115292037183764 09-28-2022-14-35-21
global_28_local_1 6.8812913974612 6.8812913974612 17.115292037183764 09-28-2022-14-40-51
global_28_local_2 6.8812913974612 6.8812913974612 17.115292037183764 09-28-2022-14-44-33
global_28_local_3 6.8812913974612 6.8812913974612 17.115292037183764 09-28-2022-14-50-09
global_28_local_4 6.8812913974612 6.8812913974612 17.115292037183764 09-28-2022-14-51-59
