name best_fitness global_best_fitness similarity datatime
global_29 8.575220761336945 107.68918707473384 1202.492541677811 09-28-2022-14-59-20
global_29_local_0 101.0924035153603 101.0924035153603 195.5 09-28-2022-15-12-14
global_29_local_1 101.0924035153603 101.0924035153603 196.43107802886323 09-28-2022-15-17-50
global_29_local_2 6.6436144744457 101.0924035153603 141.05675382902027 09-28-2022-15-23-28
global_29_local_3 6.6436144744457 101.0924035153603 112.22937028692027 09-28-2022-15-25-19
global_29_local_4 7.920855724834134 101.0924035153603 115.4878978938228 09-28-2022-15-30-55
global_30 8.575220761336945 107.68918707473384 1173.9230044268375 09-28-2022-15-34-35
global_31 8.575220761336945 107.68918707473384 1119.182714584073 09-28-2022-15-40-25
global_32_restart 101.008837605083 107.68918707473384 1119.182714584073 09-28-2022-15-47-53
global_32 101.008837605083 107.68918707473384 1527.095844171811 09-28-2022-15-47-53
global_33 3.979406972330402 107.68918707473384 1313.7525061739311 09-28-2022-16-02-48
global_34 106.23529949636273 107.68918707473384 1278.773104670261 09-28-2022-16-08-24
global_35 106.23529949636273 107.68918707473384 1255.2903461951414 09-28-2022-16-12-11
global_36 101.35154922191256 107.68918707473384 1233.076926015974 09-28-2022-16-19-34
global_37 102.19121712660626 107.68918707473384 1206.4528650054795 09-28-2022-16-25-10
global_38 104.10023227040733 107.68918707473384 1366.1980122328555 09-28-2022-16-30-44
global_39 104.10023227040733 107.68918707473384 1334.3347824831428 09-28-2022-16-32-34
